Date,Open,High,Low,Close,Volume
1/3/2025 1:30,96907.13,96907.13,96780,96780.01,14.61853
1/3/2025 1:35,96780.01,96800,96684.58,96746.46,20.35538
1/3/2025 1:40,96746.46,96746.47,96682.69,96746.46,24.17919
1/3/2025 1:45,96746.47,96800.73,96702.38,96772.4,25.70409
1/3/2025 1:50,96772.4,97000,96772.39,96999.99,42.93141
1/3/2025 1:55,97000,97000,96962.47,96985.47,26.27388
1/3/2025 2:00,96985.47,96985.47,96856.98,96874.42,22.13961
1/3/2025 2:05,96874.42,97000,96858.01,96991.53,17.94648
1/3/2025 2:10,96991.53,97100,96984.02,97100,34.28066
1/3/2025 2:15,97100,97277.85,97072,97252.02,45.45305
1/3/2025 2:20,97252.02,97342.44,97252.02,97265.81,43.15464
1/3/2025 2:25,97265.8,97276,97150.2,97259,58.4496
1/3/2025 2:30,97258.99,97262.19,97151.6,97156.5,39.62914
1/3/2025 2:35,97156.5,97181.71,97068,97163.09,29.92116
1/3/2025 2:40,97163.09,97163.5,97083.9,97083.9,22.37297
1/3/2025 2:45,97083.9,97141.89,97072.82,97101.4,26.15583
1/3/2025 2:50,97101.4,97137.1,97017.87,97031.57,22.94813
1/3/2025 2:55,97031.56,97052.21,96952.66,96966.85,26.18881
1/3/2025 3:00,96966.85,97060.61,96966.84,97004.86,26.64722
